Player,Nation,Squad,Pos,MP_Playing,Min_Playing,Gls,Ast,PK,Tkl_Tackles,TklW_Tackles,G_per_Sh_Standard,Cmp_percent_Total,Save_percent,CS_Percent,Save_percent_Penalty
Patrik Hrošovský,SVK,['Genk'],['MF'],89,6830.0,8,10,0,119,72,0.08,82.77,0.0,0.0,0.0
Patrik Schick,CZE,['Leverkusen'],['FW'],39,2428.0,13,2,3,8,5,0.16,74.41,0.0,0.0,0.0
Patrik Wålemark,SWE,"['Heerenveen', 'Feyenoord']","['FW,MF', 'FW']",39,1832.0,5,4,0,42,24,0.08,61.09,0.0,0.0,0.0
Patrizio Masini,ITA,['Genoa'],['MF'],5,428.0,0,0,0,21,12,0.0,70.95,0.0,0.0,0.0
Patson Daka,ZAM,['Leicester City'],['FW'],30,1187.0,4,4,0,14,8,0.13,66.1,0.0,0.0,0.0
Pau Cubarsí,ESP,['Barcelona'],['DF'],23,1896.0,0,0,0,30,21,0.0,91.66,0.0,0.0,0.0
Pau López,ESP,"['Marseille', 'Betis', 'Toluca']",['GK'],80,7124.0,0,2,0,1,1,0.0,78.6,71.38,28.75,0.0
Pau Navarro,ESP,['Villarreal'],['DF'],1,57.0,0,0,0,6,3,0.0,90.38,0.0,0.0,0.0
Pau Torres,ESP,"['Aston Villa', 'Villarreal']",['DF'],66,5684.0,3,0,0,75,44,0.12,86.27,0.0,0.0,0.0
Paul Akouokou,CIV,"['Lyon', 'Betis']","['MF', 'MF,DF']",22,781.0,0,0,0,35,21,0.0,88.83,0.0,0.0,0.0
Paul Bellón,MEX,['León'],['DF'],74,5695.0,4,0,0,116,62,0.14,84.97,0.0,0.0,0.0
Paul Bernardoni,FRA,['Angers'],['GK'],27,2430.0,0,0,0,2,0,0.0,65.67,58.74,11.11,0.0
Paul Dummett,WAL,['Newcastle Utd'],['DF'],5,20.0,0,0,0,1,0,0.0,91.3,0.0,0.0,0.0
Paul Gladon,NED,['Fortuna Sittard'],"['FW,MF', 'FW']",29,1560.0,7,0,1,9,5,0.13,53.6,0.0,0.0,0.0
Paul Jaeckel,GER,['Union Berlin'],['DF'],22,1430.0,1,0,0,31,20,0.5,82.85,0.0,0.0,0.0
Paul Joly,FRA,['Auxerre'],['DF'],10,867.0,0,0,0,33,21,0.0,78.83,0.0,0.0,0.0
Paul Nardi,FRA,['Gent'],['GK'],34,3060.0,0,0,0,0,0,0.0,73.22,69.49,35.29,0.0
Paul Nebel,GER,['Mainz 05'],['MF'],3,239.0,1,0,0,1,0,0.17,78.18,0.0,0.0,0.0
Paul Onuachu,NGA,"['Southampton', 'Genk']",['FW'],30,1586.0,16,0,4,9,7,0.33,72.49,0.0,0.0,0.0
Paul Pogba,FRA,['Juventus'],"['MF,FW', 'MF']",8,165.0,0,0,0,1,1,0.0,73.53,0.0,0.0,0.0
Paul Seguin,GER,['Union Berlin'],['MF'],20,691.0,1,3,0,17,8,0.07,68.4,0.0,0.0,0.0
Paul Wanner,GER,['Bayern Munich'],['MF'],2,25.0,0,0,0,3,1,0.0,77.78,0.0,0.0,0.0
Paulinho,BRA,"['Portimonense', 'Sporting CP', 'Leverkusen', 'Toluca']","['FW,MF', 'FW']",97,5565.0,46,16,0,64,40,0.22,72.92,0.0,0.0,0.0
Paulinho Bóia,BRA,['Nacional'],"['FW,MF']",15,1081.0,1,2,0,13,6,0.05,75.89,0.0,0.0,0.0
Paulino,ESP,['Pachuca'],"['FW,MF', 'MF']",21,715.0,1,3,0,22,11,0.05,79.64,0.0,0.0,0.0
Paulo Azzi,BRA,['Cagliari'],"['DF,MF']",25,950.0,0,0,0,19,11,0.0,66.12,0.0,0.0,0.0
Paulo Bernardo,POR,['Paços de Ferreira'],['MF'],13,755.0,2,2,0,28,12,0.14,79.78,0.0,0.0,0.0
Paulo Dybala,ARG,['Roma'],"['MF,FW', 'FW,MF']",56,3805.0,25,15,12,37,17,0.21,78.34,0.0,0.0,0.0
Paulo Eduardo,BRA,['Santa Clara'],['DF'],8,481.0,0,0,0,7,5,0.0,81.18,0.0,0.0,0.0
Paulo Estrela Moreira,POR,['Portimonense'],"['MF,FW', 'MF']",44,2044.0,2,2,1,53,26,0.14,78.16,0.0,0.0,0.0
Paulo Gazzaniga,ARG,['Girona'],['GK'],72,6432.0,0,0,0,2,2,0.0,75.47,70.5,23.61,16.67
Paulo Henrique Rodrigues Cabral,POR,['Santa Clara'],['DF'],19,1427.0,0,1,0,28,18,0.0,72.08,0.0,0.0,0.0
Paulo Moreira,POR,['Estrela'],['MF'],26,1297.0,1,0,0,41,25,0.14,83.46,0.0,0.0,0.0
Paulo Oliveira,POR,['Braga'],['DF'],61,4861.0,1,2,0,79,44,0.05,84.15,0.0,0.0,0.0
Paulo Otávio,BRA,['Wolfsburg'],['DF'],25,2041.0,0,5,0,72,46,0.0,73.86,0.0,0.0,0.0
Paulo Ramírez,MEX,['Atlas'],['MF'],18,621.0,0,0,0,12,9,0.0,79.69,0.0,0.0,0.0
Paulo Sérgio Mota,POR,['Marítimo'],"['DF,MF']",10,718.0,0,1,0,8,6,0.0,70.22,0.0,0.0,0.0
Paulo Victor,BRA,"['Farense', 'Chaves']","['FW,MF', 'DF,MF']",46,2442.0,1,1,0,74,49,0.06,63.08,0.0,0.0,0.0
Paulo Vitor,BRA,['Rio Ave'],"['MF,DF']",25,1109.0,1,1,0,22,15,0.04,78.0,0.0,0.0,0.0
Paulo Vítor Fagundes dos Anjos,BRA,['Chaves'],['GK'],30,2700.0,0,0,0,1,1,0.0,73.34,78.0,30.0,0.0
Paulos Abraham,SWE,['Groningen'],"['FW,MF']",8,489.0,0,0,0,17,7,0.0,73.88,0.0,0.0,0.0
Pavao Pervan,AUT,['Wolfsburg'],['GK'],9,810.0,0,0,0,0,0,0.0,76.33,55.56,22.22,0.0
Pavel Kadeřábek,CZE,['Hoffenheim'],"['DF', 'DF,FW']",55,4077.0,4,5,0,57,39,0.15,69.71,0.0,0.0,0.0
Pavel Pérez,MEX,"['Necaxa', 'Guadalajara']","['MF,FW', 'FW']",73,2880.0,7,3,0,78,43,0.11,77.38,0.0,0.0,0.0
Pavel Šulc,CZE,['Lyon'],"['FW,MF']",6,153.0,1,1,0,2,0,0.14,74.36,0.0,0.0,0.0
Paweł Bochniewicz,POL,['Heerenveen'],['DF'],75,6331.0,5,2,0,83,49,0.12,84.56,0.0,0.0,0.0
Paweł Dawidowicz,POL,['Hellas Verona'],['DF'],51,3775.0,1,1,0,101,61,0.05,79.25,0.0,0.0,0.0
Paxten Aaronson,USA,"['Utrecht', 'Vitesse', 'Eint Frankfurt']","['MF,FW', 'MF', 'MF,DF']",61,4216.0,12,5,0,166,99,0.12,79.19,0.0,0.0,0.0
Pedri,ESP,['Barcelona'],"['MF,FW', 'MF']",57,4055.0,11,3,0,81,53,0.24,87.73,0.0,0.0,0.0
Pedro,ESP,['Lazio'],"['FW,MF', 'FW']",74,2885.0,5,4,0,54,37,0.09,81.84,0.0,0.0,0.0
Pedro Alemañ,ESP,"[""Sparta R'dam""]",['MF'],5,48.0,0,0,0,0,0,0.0,89.47,0.0,0.0,0.0
Pedro Amador,POR,['Moreirense'],['DF'],21,1130.0,0,1,0,28,19,0.0,72.17,0.0,0.0,0.0
Pedro Amaral,POR,"['Rio Ave', 'Estoril']","['DF,MF', 'DF']",41,3382.0,1,4,0,47,28,0.06,76.01,0.0,0.0,0.0
Pedro Aparício,POR,['Moreirense'],"['MF,FW']",15,329.0,1,0,0,2,1,0.2,70.63,0.0,0.0,0.0
Pedro Aquino,PER,"['Santos', 'América']",['MF'],64,3188.0,1,4,0,95,60,0.05,87.12,0.0,0.0,0.0
Pedro Bicalho,BRA,['Santa Clara'],"['MF,FW']",5,189.0,0,0,0,4,3,0.0,60.81,0.0,0.0,0.0
Pedro Bigas,ESP,['Elche'],['DF'],34,2533.0,0,1,0,50,27,0.0,82.63,0.0,0.0,0.0
Pedro Bondo,ANG,['Famalicão'],['DF'],6,181.0,1,1,0,3,0,0.33,60.61,0.0,0.0,0.0
Pedro Brazão,POR,['Famalicão'],"['MF,FW']",6,304.0,0,0,0,5,2,0.0,75.47,0.0,0.0,0.0
Pedro Carvalho,POR,['Estoril'],"['DF,MF']",19,765.0,0,2,0,20,13,0.0,73.96,0.0,0.0,0.0
Pedro Chirivella,ESP,['Nantes'],['MF'],58,4622.0,1,2,0,83,50,0.03,85.63,0.0,0.0,0.0
Pedro David Rosendo Marques,POR,['NEC Nijmegen'],"['FW,MF', 'FW']",33,863.0,5,3,0,4,1,0.21,71.31,0.0,0.0,0.0
Pedro Díaz,ESP,['Rayo Vallecano'],"['MF,FW']",7,460.0,0,0,0,6,5,0.0,84.74,0.0,0.0,0.0
Pedro Fernandez,ESP,['Barcelona'],['MF'],1,45.0,0,0,0,1,0,0.0,92.0,0.0,0.0,0.0
Pedro Ferreira,POR,['Santa Clara'],['MF'],32,1826.0,0,4,0,78,50,0.0,68.39,0.0,0.0,0.0
Pedro Ganchas,POR,['Paços de Ferreira'],['DF'],5,269.0,0,0,0,4,3,0.0,88.65,0.0,0.0,0.0
Pedro Gonçalves,POR,['Sporting CP'],"['MF,FW', 'FW,MF']",79,6249.0,31,27,6,119,70,0.14,74.5,0.0,0.0,0.0
Pedro Hernández,MEX,['León'],['MF'],1,1.0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
Pedro José Moreira Silva,POR,['Estoril'],['GK'],3,203.0,0,0,0,0,0,0.0,75.0,50.0,0.0,25.0
Pedro Malheiro,POR,['Boavista'],"['DF,MF']",55,4758.0,2,8,0,152,88,0.07,76.93,0.0,0.0,0.0
Pedro Manuel da Silva Moreira,POR,['Arouca'],['MF'],11,117.0,0,0,0,2,1,0.0,91.75,0.0,0.0,0.0
Pedro Mendes,POR,"['Montpellier', 'Estrela']",['DF'],14,822.0,0,0,0,13,9,0.0,83.95,0.0,0.0,0.0
Pedro Neto,POR,"['Chelsea', 'Wolves']","['FW,MF', 'FW']",44,2914.0,3,9,0,22,12,0.05,73.83,0.0,0.0,0.0
Pedro Obiang,EQG,['Sassuolo'],['MF'],25,1329.0,0,1,0,34,21,0.0,82.27,0.0,0.0,0.0
Pedro Ortiz,ESP,"['Vizela', 'Sevilla']",['MF'],25,1398.0,0,0,0,46,26,0.0,86.08,0.0,0.0,0.0
Pedro Pedraza,MEX,['Pachuca'],['MF'],59,3213.0,1,0,0,131,77,0.06,85.82,0.0,0.0,0.0
Pedro Pereira,POR,['Monza'],['DF'],23,841.0,0,2,0,19,13,0.0,78.53,0.0,0.0,0.0
Pedro Pinho,POR,['Chaves'],['MF'],10,248.0,1,0,0,9,2,0.33,72.36,0.0,0.0,0.0
Pedro Porro,ESP,"['Sporting CP', 'Tottenham']","['DF,MF', 'DF']",70,5751.0,8,16,1,145,100,0.07,73.95,0.0,0.0,0.0
Pedro Raul,BRA,['Toluca'],"['FW,MF']",15,593.0,2,0,0,1,1,0.1,66.67,0.0,0.0,0.0
Pedro Santos,POR,"['Arouca', 'Braga', 'Moreirense']","['FW,MF', 'MF']",83,3542.0,1,0,0,73,56,0.04,86.93,0.0,0.0,0.0
Pedro Sá,POR,"['Portimonense', 'Estrela']",['MF'],31,1390.0,0,1,0,20,7,0.0,73.68,0.0,0.0,0.0
Pedro Tiba,POR,['Gil Vicente FC'],['MF'],51,2748.0,4,2,1,65,44,0.08,78.36,0.0,0.0,0.0
Pedro gomes,POR,['Boavista'],['DF'],21,1452.0,0,0,0,41,23,0.0,77.19,0.0,0.0,0.0
Pedro Álvaro,POR,['Estoril'],['DF'],81,6987.0,2,2,0,58,34,0.07,85.48,0.0,0.0,0.0
Pedrão,BRA,['Portimonense'],['DF'],59,5215.0,5,1,1,88,54,0.15,79.27,0.0,0.0,0.0
Peer Koopmeiners,NED,"['AZ Alkmaar', 'Excelsior', 'Almere City']","['MF,FW', 'MF', 'MF,DF']",90,7110.0,1,17,0,281,156,0.02,73.18,0.0,0.0,0.0
Pejiño,ESP,['Las Palmas'],['FW'],17,504.0,2,0,0,12,8,0.12,71.55,0.0,0.0,0.0
Pelayo Fernandez,ESP,['Rayo Vallecano'],['DF'],1,45.0,0,0,0,1,0,0.0,85.71,0.0,0.0,0.0
Pelle Clement,NED,"['RKC Waalwijk', ""Sparta R'dam""]","['MF,FW', 'MF']",94,5942.0,6,10,0,108,59,0.09,76.87,0.0,0.0,0.0
Pelle van Amersfoort,NED,['Heerenveen'],"['MF,FW', 'FW']",50,3321.0,13,1,0,29,17,0.11,61.96,0.0,0.0,0.0
Pelly Ruddock Mpanzu,COD,['Luton Town'],['MF'],27,1101.0,0,0,0,13,5,0.0,73.63,0.0,0.0,0.0
Pelé,GNB,['Famalicão'],['MF'],12,611.0,0,0,0,14,6,0.0,86.62,0.0,0.0,0.0
Pep Biel,ESP,['Augsburg'],"['MF,FW']",11,285.0,0,0,0,4,3,0.0,80.49,0.0,0.0,0.0
Pep Chavarría,ESP,['Rayo Vallecano'],"['FW,MF', 'DF,MF', 'DF']",45,2095.0,2,3,0,42,25,0.11,77.01,0.0,0.0,0.0
Pepe,POR,['Porto'],['DF'],46,3846.0,1,1,0,69,44,0.04,88.26,0.0,0.0,0.0
Pepe Reina,ESP,['Villarreal'],['GK'],24,2160.0,0,0,0,0,0,0.0,80.3,70.83,20.83,0.0
Pepê,BRA,['Porto'],"['FW,MF', 'MF,DF']",99,7485.0,11,15,0,91,60,0.09,77.11,0.0,0.0,0.0
Pepín,EQG,['Monza'],"['MF,FW', 'MF']",35,1364.0,0,2,0,34,20,0.0,82.45,0.0,0.0,0.0
Peque,ESP,['Sevilla'],"['MF,FW']",5,59.0,1,0,0,0,0,0.5,70.97,0.0,0.0,0.0
Per Van Loon,0,['Willem II'],['FW'],1,18.0,0,0,0,2,2,0.0,100.0,0.0,0.0,0.0
Percy Liza,PER,['Marítimo'],"['FW,MF']",11,421.0,1,0,0,5,4,0.25,71.01,0.0,0.0,0.0
Pere Milla,ESP,"['Espanyol', 'Elche']","['MF,FW', 'FW,MF']",36,2136.0,9,1,3,41,26,0.18,69.49,0.0,0.0,0.0
Perr Schuurs,NED,"['Torino', 'Ajax']",['DF'],41,3148.0,1,2,0,72,38,0.05,88.21,0.0,0.0,0.0
Peru Nolaskoain,ESP,['Athletic Club'],"['DF,MF']",2,10.0,0,0,0,1,1,0.0,62.5,0.0,0.0,0.0
Pervis Estupiñán,ECU,"['Brighton', 'Milan']",['DF'],59,4289.0,3,9,0,90,47,0.07,82.61,0.0,0.0,0.0
Petar Musa,CRO,['Benfica'],['FW'],44,1185.0,12,4,0,24,17,0.19,70.29,0.0,0.0,0.0
Petar Stojanović,SVN,['Empoli'],['DF'],27,1530.0,0,1,0,42,22,0.0,79.79,0.0,0.0,0.0
Petar Sucic,CRO,['Inter'],['MF'],4,251.0,0,2,0,6,2,0.0,87.3,0.0,0.0,0.0
Petar Zovko,BIH,['Spezia'],['GK'],1,74.0,0,0,0,1,0,0.0,61.11,33.33,0.0,0.0
Peter González,DOM,['Valencia'],"['MF,FW']",15,649.0,0,0,0,5,3,0.0,66.67,0.0,0.0,0.0
Peter Leeuwenburgh,NED,['Groningen'],['GK'],8,673.0,0,0,0,0,0,0.0,58.6,66.67,12.5,0.0
Peter Pekarík,SVK,['Hertha BSC'],['DF'],5,206.0,0,0,0,4,3,0.0,77.39,0.0,0.0,0.0
Petko Hristov,BUL,['Spezia'],['DF'],9,365.0,0,0,0,6,4,0.0,77.29,0.0,0.0,0.0
Petter Nosa Dahl,NOR,['Mechelen'],"['MF,FW']",19,458.0,1,1,0,11,7,0.07,72.51,0.0,0.0,0.0
Petterson,BRA,['Estrela'],"['MF,FW']",3,69.0,0,0,0,1,0,0.0,77.14,0.0,0.0,0.0
Phil Foden,ENG,['Manchester City'],"['FW,MF', 'MF', 'FW']",71,4962.0,31,14,0,50,33,0.2,83.51,0.0,0.0,0.0
Philip Billing,DEN,['Bournemouth'],"['MF,FW', 'MF']",65,4162.0,9,3,0,96,52,0.13,76.44,0.0,0.0,0.0
Philip Zinckernagel,DEN,"['Standard Liège', 'Club Brugge']","['FW,MF']",48,3482.0,15,7,3,64,39,0.15,71.24,0.0,0.0,0.0
Philipe Sampaio,BRA,['RWDM'],['DF'],5,409.0,0,0,0,5,3,0.0,81.01,0.0,0.0,0.0
Philipp Förster,GER,['Bochum'],"['MF,FW', 'MF']",38,1694.0,3,7,0,40,24,0.13,72.94,0.0,0.0,0.0
Philipp Hofmann,GER,['Bochum'],['FW'],63,4202.0,12,4,0,28,16,0.13,60.31,0.0,0.0,0.0
Philipp Köhn,SUI,['Monaco'],['GK'],26,2262.0,0,0,0,1,1,0.0,73.62,66.67,19.23,14.29
Philipp Lienhart,AUT,['Freiburg'],['DF'],48,4122.0,2,0,0,55,35,0.08,83.64,0.0,0.0,0.0
Philipp Max,GER,"['PSV Eindhoven', 'Eint Frankfurt']",['DF'],47,3063.0,1,5,0,57,40,0.05,81.43,0.0,0.0,0.0
Philipp Sander,GER,['Gladbach'],['MF'],4,261.0,0,0,0,8,6,0.0,89.57,0.0,0.0,0.0
Philipp Treu,GER,['Freiburg'],"['DF,FW']",3,81.0,0,0,0,2,1,0.0,75.0,0.0,0.0,0.0
Philippe Coutinho,BRA,['Aston Villa'],"['MF,FW']",22,813.0,1,0,0,19,14,0.04,75.49,0.0,0.0,0.0
Philippe Koffi,CIV,['Paços de Ferreira'],['FW'],12,664.0,2,1,0,9,3,0.15,57.58,0.0,0.0,0.0
Philippe Rommens,BEL,['Go Ahead Eag'],['MF'],48,4096.0,8,5,1,92,55,0.11,75.43,0.0,0.0,0.0
Philippe Sandler,NED,['NEC Nijmegen'],['DF'],64,4908.0,1,2,0,64,40,0.05,88.84,0.0,0.0,0.0
Phillip Tietz,GER,['Augsburg'],"['FW,MF', 'FW']",39,2509.0,9,4,0,24,14,0.16,62.76,0.0,0.0,0.0
Phillipp Mwene,AUT,"['Mainz 05', 'PSV Eindhoven']","['DF,MF', 'DF']",53,4089.0,1,3,0,80,50,0.03,75.78,0.0,0.0,0.0
Pierluigi Gollini,ITA,"['Napoli', 'Fiorentina']",['GK'],14,1260.0,0,0,0,2,1,0.0,81.67,70.83,35.71,0.0
Piero Hincapié,ECU,['Leverkusen'],"['DF,MF', 'DF']",57,4031.0,2,3,0,86,56,0.05,86.21,0.0,0.0,0.0
Piero Quispe,PER,['UNAM'],['MF'],45,2795.0,5,1,0,66,45,0.14,86.87,0.0,0.0,0.0
Pierre Dwomoh,BEL,"['RWDM', 'Oostende']",['MF'],36,2584.0,1,1,0,56,40,0.06,78.65,0.0,0.0,0.0
Pierre Højbjerg,DEN,"['Marseille', 'Tottenham']",['MF'],77,4922.0,5,5,0,91,49,0.08,88.17,0.0,0.0,0.0
Pierre Kalulu,FRA,"['Juventus', 'Milan']",['DF'],48,3372.0,1,0,0,69,44,0.06,87.05,0.0,0.0,0.0
Pierre Kunde,CMR,['Bochum'],"['MF,FW']",12,377.0,1,0,0,12,6,0.25,58.91,0.0,0.0,0.0
Pierre Lees-Melou,FRA,"['Paris FC', 'Brest']",['MF'],68,5849.0,9,5,0,214,136,0.09,83.93,0.0,0.0,0.0
Pierre Patron,FRA,['Charleroi'],['GK'],10,900.0,0,0,0,0,0,0.0,65.75,61.7,20.0,0.0
Pierre Sagna,SEN,['Santa Clara'],['DF'],24,1754.0,0,1,0,37,19,0.0,69.57,0.0,0.0,0.0
Pierre-Emerick Aubameyang,GAB,"['Marseille', 'Chelsea', 'Barcelona']",['FW'],55,3433.0,21,8,4,25,14,0.16,68.73,0.0,0.0,0.0
Pierre-Yves Hamel,FRA,['Paris FC'],['FW'],2,78.0,0,0,0,0,0,0.0,66.67,0.0,0.0,0.0
Pierre-Yves Ngawa,BEL,['OH Leuven'],"['DF,MF', 'DF']",8,88.0,0,0,0,4,4,0.0,68.97,0.0,0.0,0.0
Pierrick Capelle,FRA,['Angers'],"['MF', 'MF,DF']",28,1482.0,0,3,0,37,22,0.0,82.36,0.0,0.0,0.0
Pieter Gerkens,BEL,"['Gent', 'Antwerp']","['MF,FW', 'MF']",61,3054.0,5,4,0,46,32,0.13,74.72,0.0,0.0,0.0
Pietro Ceccaroni,ITA,['Lecce'],['DF'],2,43.0,0,0,0,0,0,0.0,71.43,0.0,0.0,0.0
Pietro Comuzzo,ITA,['Fiorentina'],"['DF', 'DF,FW']",7,235.0,0,0,0,5,1,0.0,81.6,0.0,0.0,0.0
Pietro Pellegri,ITA,['Torino'],['FW'],42,1221.0,3,1,0,11,3,0.13,67.43,0.0,0.0,0.0
Pietro Perdichizzi,BEL,['Westerlo'],['DF'],25,1829.0,0,0,0,21,14,0.0,85.54,0.0,0.0,0.0
Pietro Terracciano,ITA,"['Milan', 'Fiorentina']",['GK'],64,5705.0,0,0,0,3,2,0.0,78.15,67.7,23.44,14.29
Pim Saathof,NED,['Go Ahead Eag'],"['MF,DF', 'DF']",8,156.0,0,0,0,10,7,0.0,73.79,0.0,0.0,0.0
Piotr Zieliński,POL,"['Inter', 'Napoli']",['MF'],68,4258.0,6,11,1,40,25,0.07,83.27,0.0,0.0,0.0
Pizzi,POR,['Braga'],"['MF,FW']",45,1456.0,3,4,0,17,11,0.11,85.82,0.0,0.0,0.0
Plamen Andreev,BUL,['Feyenoord'],['GK'],1,90.0,0,0,0,1,1,0.0,78.95,50.0,0.0,0.0
Pol Lirola,ESP,"['Marseille', 'Frosinone', 'Elche']","['MF', 'DF']",38,2183.0,3,1,0,43,24,0.3,75.97,0.0,0.0,0.0
Pol Lozano,ESP,['Espanyol'],['MF'],11,538.0,0,0,0,6,4,0.0,83.84,0.0,0.0,0.0
Pontus Almqvist,SWE,"['Parma', 'Lecce']","['FW,MF', 'MF,DF']",34,2353.0,2,1,0,51,33,0.05,73.51,0.0,0.0,0.0
Pontus Jansson,SWE,['Brentford'],['DF'],12,724.0,1,0,0,5,3,0.25,80.06,0.0,0.0,0.0
Portu,ESP,"['Getafe', 'Girona']","['MF,FW', 'FW,MF', 'MF,DF', 'FW']",77,3367.0,7,8,0,54,37,0.16,69.88,0.0,0.0,0.0
Predrag Rajković,SRB,['Mallorca'],['GK'],72,6480.0,0,0,0,2,1,0.0,59.05,69.0,29.17,16.67
Presnel Kimpembe,FRA,['Paris S-G'],['DF'],11,730.0,0,0,0,17,8,0.0,93.64,0.0,0.0,0.0
Promise David,CAN,['Union SG'],['FW'],24,1377.0,11,4,4,8,5,0.26,53.68,0.0,0.0,0.0
Prosper Peter,NGA,['Angers'],['FW'],5,345.0,1,0,0,3,1,0.14,79.17,0.0,0.0,0.0
Przemysław Frankowski,POL,"['Rennes', 'Lens']","['DF,MF', 'DF']",70,5244.0,8,5,4,144,94,0.13,75.1,0.0,0.0,0.0
Przemysław Szymiński,POL,['Frosinone'],['MF'],1,9.0,0,0,0,0,0,0.0,50.0,0.0,0.0,0.0
Przemysław Tytoń,POL,['Twente'],['GK'],6,540.0,0,0,0,0,0,0.0,74.87,57.69,16.67,0.0
Przemysław Wiśniewski,POL,['Spezia'],['DF'],14,1003.0,1,0,0,13,6,0.17,83.07,0.0,0.0,0.0
Péter Gulácsi,HUN,['RB Leipzig'],['GK'],24,2160.0,0,0,0,0,0,0.0,84.79,72.09,41.67,0.0
Qazim Laçi,ALB,['Ajaccio'],['MF'],9,212.0,0,0,0,6,3,0.0,78.17,0.0,0.0,0.0
Quaresma,BRA,['Arouca'],['DF'],41,3119.0,1,2,0,84,51,0.04,74.62,0.0,0.0,0.0
Quentin Benaets,BEL,['Charleroi'],"['DF,FW']",2,12.0,0,0,0,1,1,0.0,50.0,0.0,0.0,0.0
Quentin Bernard,FRA,['Auxerre'],['DF'],7,630.0,0,1,0,9,7,0.0,77.7,0.0,0.0,0.0
Quentin Boisgard,FRA,['Lorient'],['MF'],5,184.0,1,0,0,6,2,0.17,80.61,0.0,0.0,0.0
Quentin Merlin,FRA,"['Marseille', 'Rennes', 'Nantes']",['DF'],56,4306.0,1,6,0,78,54,0.03,73.78,0.0,0.0,0.0
Quentin Ndjantou Mbitcha,FRA,['Paris S-G'],['MF'],1,29.0,0,0,0,1,0,0.0,84.21,0.0,0.0,0.0
Quilindschy Hartman,NED,"['Feyenoord', 'Burnley']",['DF'],67,4916.0,2,11,0,110,60,0.05,78.74,0.0,0.0,0.0
Quincy Hoeve,BOE,['Volendam'],"['FW,MF']",17,355.0,0,1,0,2,1,0.0,51.02,0.0,0.0,0.0
Quinten Timber,NED,['Feyenoord'],['MF'],73,5692.0,15,12,2,146,85,0.12,81.9,0.0,0.0,0.0
Rabby Nzingoula,FRA,['Strasbourg'],"['MF,FW', 'MF']",7,133.0,0,1,0,3,3,0.0,63.04,0.0,0.0,0.0
Rachad Fettal,MAR,['Almería'],['FW'],1,17.0,0,0,0,1,1,0.0,66.67,0.0,0.0,0.0
Rachid Ghezzal,ALG,['Lyon'],"['FW,MF']",2,25.0,0,0,0,2,1,0.0,73.33,0.0,0.0,0.0
Radamel Falcao,COL,['Rayo Vallecano'],"['FW,DF', 'FW,MF']",49,1023.0,3,0,2,11,9,0.08,77.62,0.0,0.0,0.0
Rade Krunić,BIH,['Milan'],['MF'],33,2344.0,0,1,0,50,36,0.0,87.09,0.0,0.0,0.0
Radinio Balker,SUR,['Groningen'],['DF'],31,2650.0,1,0,0,47,31,0.12,84.78,0.0,0.0,0.0
Radja Nainggolan,BEL,['Antwerp'],['MF'],12,667.0,1,1,0,5,2,0.05,76.39,0.0,0.0,0.0
Radosław Majecki,POL,"['Monaco', 'Cercle Brugge', 'Brest']",['GK'],44,3879.0,0,0,0,1,0,0.0,56.05,70.95,31.82,21.43
Radu Drăgușin,ROU,"['Genoa', 'Tottenham']",['DF'],28,2139.0,2,1,0,21,14,0.11,84.14,0.0,0.0,0.0
Rafa,POR,['Vitória'],['GK'],2,180.0,0,1,0,1,1,0.0,65.45,66.67,0.0,0.0
Rafa Marín,ESP,"['Villarreal', 'Alavés']",['DF'],39,2983.0,1,0,0,41,27,0.06,84.82,0.0,0.0,0.0
Rafa Mir,ESP,"['Elche', 'Sevilla']","['FW,MF', 'FW']",48,2118.0,11,0,0,12,5,0.14,70.7,0.0,0.0,0.0
Rafa Mújica,ESP,['Arouca'],['FW'],57,4162.0,28,3,0,45,33,0.16,76.43,0.0,0.0,0.0
Rafa Silva,POR,['Benfica'],"['MF,FW']",58,4653.0,22,16,0,39,21,0.14,78.95,0.0,0.0,0.0
Rafa Soares,POR,['Famalicão'],['DF'],26,2085.0,0,2,0,40,28,0.0,73.03,0.0,0.0,0.0
Rafael Alcobia,POR,['Portimonense'],['DF'],3,203.0,0,0,0,3,3,0.0,71.94,0.0,0.0,0.0
Rafael Baca,MEX,['Cruz Azul'],['MF'],21,1018.0,1,1,0,13,7,0.25,82.76,0.0,0.0,0.0
Rafael Barbosa,POR,['Farense'],"['MF,FW']",34,1216.0,1,1,0,13,10,0.04,67.14,0.0,0.0,0.0
Rafael Borré,COL,"['Werder Bremen', 'Eint Frankfurt']","['MF,FW', 'FW']",51,2069.0,6,2,1,35,22,0.14,71.51,0.0,0.0,0.0
Rafael Bracalli,BRA,['Boavista'],['GK'],28,2520.0,0,0,0,2,1,0.0,66.71,64.75,17.86,20.0
Rafael Brito,POR,"['Casa Pia', 'Marítimo']","['MF', 'MF,DF']",44,1989.0,0,3,0,57,33,0.0,75.06,0.0,0.0,0.0
Rafael Bustamante,COL,['Vizela'],['MF'],12,715.0,0,0,0,16,9,0.0,84.62,0.0,0.0,0.0
Rafael Carioca,BRA,['UANL'],['MF'],84,5999.0,1,5,0,144,80,0.02,89.2,0.0,0.0,0.0
Rafael Durán,MEX,['Puebla'],"['MF,FW']",8,151.0,1,0,0,2,2,0.17,52.0,0.0,0.0,0.0
